text_key,text_en,text_es,text_fr,text_pt,text_de,text_it,text_nl,text_pl,text_tr,text_sv,context,page,category
privacypolicy.paragraph.max_w_3xl_mx_auto_bg_base_200__835,max-w-3xl mx-auto bg-base-200 p-8 rounded-lg shadow-lg,,,,,,,,,,"Line 14: <div className=""max-w-3xl mx-auto bg-base-200 p-8 rounded-lg shadow-lg"">",PrivacyPolicy,paragraph
privacypolicy.heading.privacy_policy_836,Privacy Policy,,,,,,,,,,"Line 15: <h1 className=""text-4xl font-bold mb-6 text-primary"">Privacy Policy</h1>",PrivacyPolicy,heading
privacypolicy.label.mb_6_838,mb-6,,,,,,,,,,"Line 17: <section className=""mb-6"">",PrivacyPolicy,label
privacypolicy.heading.1_user_set_locations_only_839,1. User-Set Locations Only,,,,,,,,,,"Line 18: <h2 className=""text-2xl font-semibold mb-2 text-secondary"">1. User-Set Locations",PrivacyPolicy,heading
privacypolicy.heading.text_2xl_font_semibold_mb_2_te_840,text-2xl font-semibold mb-2 text-secondary,,,,,,,,,,"Line 18: <h2 className=""text-2xl font-semibold mb-2 text-secondary"">1. User-Set Locations",PrivacyPolicy,heading
privacypolicy.label.not_track_your_actual_location_842,not track your actual location automatically,,,,,,,,,,Line 20: We do <strong>not track your actual location automatically</strong>. You can set,PrivacyPolicy,label
privacypolicy.heading.2_use_of_data_844,2. Use of Data,,,,,,,,,,"Line 25: <h2 className=""text-2xl font-semibold mb-2 text-secondary"">2. Use of Data</h2>",PrivacyPolicy,heading
privacypolicy.heading.3_data_sharing_and_advertising_848,3. Data Sharing and Advertising,,,,,,,,,,"Line 32: <h2 className=""text-2xl font-semibold mb-2 text-secondary"">3. Data Sharing and A",PrivacyPolicy,heading
privacypolicy.paragraph.do_not_share_your_location_or__851,do not share your location or personal data with third-party advertisers,,,,,,,,,,Line 34: We <strong>do not share your location or personal data with third-party advertis,PrivacyPolicy,paragraph
privacypolicy.heading.4_future_advertising_853,4. Future Advertising,,,,,,,,,,"Line 39: <h2 className=""text-2xl font-semibold mb-2 text-secondary"">4. Future Advertising",PrivacyPolicy,heading
privacypolicy.label.personalised_advertising_in_th_856,personalised advertising in the future,,,,,,,,,,Line 41: We reserve the right to offer <strong>personalised advertising in the future</st,PrivacyPolicy,label
privacypolicy.paragraph.to_enhance_your_experience_in__857,to enhance your experience in the app. Such advertising will only be implemented,,,,,,,,,,Line 41: We reserve the right to offer <strong>personalised advertising in the future</st,PrivacyPolicy,paragraph
privacypolicy.label.with_your_explicit_consent_858,with your explicit consent,,,,,,,,,,Line 41: We reserve the right to offer <strong>personalised advertising in the future</st,PrivacyPolicy,label
privacypolicy.heading.5_gdpr_and_legal_compliance_860,5. GDPR and Legal Compliance,,,,,,,,,,"Line 46: <h2 className=""text-2xl font-semibold mb-2 text-secondary"">5. GDPR and Legal Com",PrivacyPolicy,heading
privacypolicy.heading.plain_english_summary_864,Plain English Summary,,,,,,,,,,"Line 56: <h2 className=""text-2xl font-semibold mb-2 text-secondary"">Plain English Summary",PrivacyPolicy,heading
privacypolicy.label.list_disc_list_inside_space_y__866,list-disc list-inside space-y-1 text-base-content,,,,,,,,,,"Line 57: <ul className=""list-disc list-inside space-y-1 text-base-content"">",PrivacyPolicy,label
privacypolicy.paragraph.your_data_is_used_only_to_make_867,Your data is used only to make your experience better.,,,,,,,,,,Line 59: <li>Your data is used only to make your experience better.</li>,PrivacyPolicy,paragraph
privacypolicy.paragraph.we_never_share_or_sell_your_da_868,We never share or sell your data.,,,,,,,,,,Line 60: <li>We never share or sell your data.</li>,PrivacyPolicy,paragraph
termsandconditions.label.always_double_check_local_weat_875,always double check local weather sources,,,,,,,,,,Line 25: The weather information and forecasts provided by this app are based on data mod,TermsAndConditions,label
termsandconditions.label.no_guarantees_or_warranties_879,no guarantees or warranties,,,,,,,,,,"Line 34: While we strive to provide accurate and up-to-date weather information, we make ",TermsAndConditions,label
termsandconditions.label.at_your_own_risk_883,at your own risk,,,,,,,,,,"Line 43: By using this app and relying on the weather forecasts or recommendations, you a",TermsAndConditions,label
termsandconditions.paragraph.cannot_be_held_responsible_for_887,"cannot be held responsible for any harm, injury, loss, or damage",,,,,,,,,,"Line 52: We <strong>cannot be held responsible for any harm, injury, loss, or damage</str",TermsAndConditions,paragraph
termsandconditions.label.text_base_content_mb_2_890,text-base-content mb-2,,,,,,,,,,"Line 60: <p className=""text-base-content mb-2"">",TermsAndConditions,label
termsandconditions.paragraph.the_app_and_weather_info_come__895,The app and weather info come with no promises about quality or accuracy.,,,,,,,,,,Line 77: <li><strong>“As is” basis:</strong> The app and weather info come with no promis,TermsAndConditions,paragraph
interests.label.active_sports_896,Active Sports,,,,,,,,,,"Line 14: key: ""Active Sports"",",interests,label
interests.label.__897,🏃‍♂️,,,,,,,,,,"Line 15: icon: ""🏃‍♂️"",",interests,label
interests.label.team_sports_898,Team Sports,,,,,,,,,,"Line 18: key: ""Team Sports"",",interests,label
interests.label.__899,🤾‍♂️,,,,,,,,,,"Line 19: icon: ""🤾‍♂️"",",interests,label
interests.label.football_soccer_900,football_soccer,,,,,,,,,,"Line 21: ""football_soccer"",",interests,label
interests.label.american_football_903,american_football,,,,,,,,,,"Line 26: ""american_football"",",interests,label
interests.label.hurling_camogie_904,hurling_camogie,,,,,,,,,,"Line 28: ""hurling_camogie"",",interests,label
interests.label.gaelic_football_905,gaelic_football,,,,,,,,,,"Line 29: ""gaelic_football"",",interests,label
interests.label.ice_hockey_us_906,ice_hockey_us,,,,,,,,,,"Line 32: ""ice_hockey_us"",",interests,label
interests.label.individual_sports_907,Individual Sports,,,,,,,,,,"Line 36: key: ""Individual Sports"",",interests,label
interests.label.tennis_indoor_908,tennis_indoor,,,,,,,,,,"Line 41: ""tennis_indoor"",",interests,label
interests.label.table_tennis_909,table_tennis,,,,,,,,,,"Line 44: ""table_tennis"",",interests,label
interests.label.pickleball_910,pickleball,,,,,,,,,,"Line 46: ""pickleball"",",interests,label
interests.label.volleyball_indoor_911,volleyball_indoor,,,,,,,,,,"Line 47: ""volleyball_indoor"",",interests,label
interests.label.water_sports_912,Water Sports,,,,,,,,,,"Line 52: key: ""Water Sports"",",interests,label
interests.label.indoor_swimming_916,indoor_swimming,,,,,,,,,,"Line 62: ""indoor_swimming"",",interests,label
interests.label.sailing_inland_924,sailing_inland,,,,,,,,,,"Line 71: ""sailing_inland"",",interests,label
interests.label.windsurfing_inland_925,windsurfing_inland,,,,,,,,,,"Line 72: ""windsurfing_inland"",",interests,label
interests.label.action_sports_926,Action Sports,,,,,,,,,,"Line 76: key: ""Action Sports"",",interests,label
interests.label.__927,🚵‍♂️,,,,,,,,,,"Line 77: icon: ""🚵‍♂️"",",interests,label
interests.label.mountain_biking_928,mountain_biking,,,,,,,,,,"Line 79: ""mountain_biking"",",interests,label
interests.label.road_cycling_929,road_cycling,,,,,,,,,,"Line 80: ""road_cycling"",",interests,label
interests.label.gravel_biking_930,gravel_biking,,,,,,,,,,"Line 81: ""gravel_biking"",",interests,label
interests.label.rock_climbing_931,rock_climbing,,,,,,,,,,"Line 82: ""rock_climbing"",",interests,label
interests.label.rock_hopping_932,rock_hopping,,,,,,,,,,"Line 83: ""rock_hopping"",",interests,label
interests.label.indoor_climbing_933,indoor_climbing,,,,,,,,,,"Line 84: ""indoor_climbing"",",interests,label
interests.label.skateboarding_934,skateboarding,,,,,,,,,,"Line 85: ""skateboarding"",",interests,label
interests.label.rollerblading_935,rollerblading,,,,,,,,,,"Line 86: ""rollerblading"",",interests,label
interests.label.riding_motorbike_936,riding_motorbike,,,,,,,,,,"Line 87: ""riding_motorbike"",",interests,label
interests.label.fitness_wellness_937,Fitness & Wellness,,,,,,,,,,"Line 93: key: ""Fitness & Wellness"",",interests,label
interests.label.mindfulness_938,Mindfulness,,,,,,,,,,"Line 97: key: ""Mindfulness"",",interests,label
interests.label.__939,🧘‍♂️,,,,,,,,,,"Line 98: icon: ""🧘‍♂️"",",interests,label
interests.label.outdoor_yoga_940,outdoor_yoga,,,,,,,,,,"Line 101: ""outdoor_yoga"",",interests,label
interests.label.meditation_941,meditation,,,,,,,,,,"Line 102: ""meditation"",",interests,label
interests.label.outdoor_meditation_942,outdoor_meditation,,,,,,,,,,"Line 103: ""outdoor_meditation"",",interests,label
interests.label.martial_arts_943,martial_arts,,,,,,,,,,"Line 105: ""martial_arts"",",interests,label
interests.label.cardio_running_944,Cardio & Running,,,,,,,,,,"Line 110: key: ""Cardio & Running"",",interests,label
interests.label.trail_running_945,trail_running,,,,,,,,,,"Line 112: acts: [""running"", ""trail_running"", ""cycling"", ""urban_exploring""],",interests,label
interests.label.urban_exploring_946,urban_exploring,,,,,,,,,,"Line 112: acts: [""running"", ""trail_running"", ""cycling"", ""urban_exploring""],",interests,label
interests.label.strength_gym_947,Strength & Gym,,,,,,,,,,"Line 115: key: ""Strength & Gym"",",interests,label
interests.label.__948,🏋️‍♂️,,,,,,,,,,"Line 116: icon: ""🏋️‍♂️"",",interests,label
interests.label.gym_workout_949,gym_workout,,,,,,,,,,"Line 117: acts: [""gym_workout"", ""outdoor_gym"", ""zumba"", ""boxing"", ""spinning""],",interests,label
interests.label.outdoor_gym_950,outdoor_gym,,,,,,,,,,"Line 117: acts: [""gym_workout"", ""outdoor_gym"", ""zumba"", ""boxing"", ""spinning""],",interests,label
interests.label.outdoor_activities_951,Outdoor Activities,,,,,,,,,,"Line 122: key: ""Outdoor Activities"",",interests,label
interests.label.nature_activities_952,Nature Activities,,,,,,,,,,"Line 126: key: ""Nature Activities"",",interests,label
interests.label.birdwatching_953,birdwatching,,,,,,,,,,"Line 130: ""birdwatching"",",interests,label
interests.label.photography_954,photography,,,,,,,,,,"Line 131: ""photography"",",interests,label
interests.label.mushroom_hunting_955,mushroom_hunting,,,,,,,,,,"Line 133: ""mushroom_hunting"",",interests,label
interests.label.wild_swimming_956,wild_swimming,,,,,,,,,,"Line 134: ""wild_swimming"",",interests,label
interests.label.outdoor_gardening_957,outdoor_gardening,,,,,,,,,,"Line 135: ""outdoor_gardening"",",interests,label
interests.label.fly_fishing_freshwater_959,fly_fishing_freshwater,,,,,,,,,,"Line 143: ""fly_fishing_freshwater"",",interests,label
interests.label.coarse_fishing_960,coarse_fishing,,,,,,,,,,"Line 144: ""coarse_fishing"",",interests,label
interests.label.ice_fishing_963,ice_fishing,,,,,,,,,,"Line 147: ""ice_fishing"",",interests,label
interests.label.kicking_back_and_relaxing_964,Kicking Back and Relaxing,,,,,,,,,,"Line 151: key: ""Kicking Back and Relaxing"",",interests,label
interests.label.picnicking_965,picnicking,,,,,,,,,,"Line 154: ""picnicking"",",interests,label
interests.label.going_to_pub_967,going_to_pub,,,,,,,,,,"Line 161: ""going_to_pub"",",interests,label
interests.label.outdoor_reading_968,outdoor_reading,,,,,,,,,,"Line 162: ""outdoor_reading"",",interests,label
interests.label.dog_walking_969,dog_walking,,,,,,,,,,"Line 163: ""dog_walking"",",interests,label
interests.label.outdoor_playground_970,outdoor_playground,,,,,,,,,,"Line 164: ""outdoor_playground"",",interests,label
interests.label.outdoor_chess_971,outdoor_chess,,,,,,,,,,"Line 165: ""outdoor_chess"",",interests,label
interests.label.outdoor_painting_972,outdoor_painting,,,,,,,,,,"Line 166: ""outdoor_painting"",",interests,label
interests.label.outdoor_music_973,outdoor_music,,,,,,,,,,"Line 167: ""outdoor_music"",",interests,label
interests.label.winter_sports_974,Winter Sports,,,,,,,,,,"Line 173: key: ""Winter Sports"",",interests,label
interests.label.snow_sports_975,Snow Sports,,,,,,,,,,"Line 177: key: ""Snow Sports"",",interests,label
interests.label.ice_sports_978,Ice Sports,,,,,,,,,,"Line 182: key: ""Ice Sports"",",interests,label
interests.label.ice_hockey_980,ice_hockey,,,,,,,,,,"Line 187: ""ice_hockey"",",interests,label
interests.label.ice_hockey_indoor_982,ice_hockey_indoor,,,,,,,,,,"Line 189: ""ice_hockey_indoor"",",interests,label
interests.label.creative_arts_983,Creative & Arts,,,,,,,,,,"Line 195: key: ""Creative & Arts"",",interests,label
interests.label.visual_arts_984,Visual Arts,,,,,,,,,,"Line 199: key: ""Visual Arts"",",interests,label
interests.label.music_performance_987,Music & Performance,,,,,,,,,,"Line 211: key: ""Music & Performance"",",interests,label
interests.label.playing_records_988,playing_records,,,,,,,,,,"Line 214: ""playing_records"",",interests,label
interests.label.make_music_989,make_music,,,,,,,,,,"Line 215: ""make_music"",",interests,label
interests.label.literature_learning_991,Literature & Learning,,,,,,,,,,"Line 221: key: ""Literature & Learning"",",interests,label
interests.label.indoor_recreation_993,Indoor Recreation,,,,,,,,,,"Line 228: key: ""Indoor Recreation"",",interests,label
interests.label.home_activities_994,Home Activities,,,,,,,,,,"Line 232: key: ""Home Activities"",",interests,label
interests.label.social_activities_996,Social Activities,,,,,,,,,,"Line 248: key: ""Social Activities"",",interests,label
interests.label.playing_cards_999,playing_cards,,,,,,,,,,"Line 253: ""playing_cards"",",interests,label
interests.label.watch_a_movie_1000,watch_a_movie,,,,,,,,,,"Line 254: ""watch_a_movie"",",interests,label
interests.label.indoor_sports_1001,Indoor Sports,,,,,,,,,,"Line 265: key: ""Indoor Sports"",",interests,label
interests.label.godaisy_reco_dismissed_1007,godaisy.reco.dismissed,,,,,,,,,,Line 283: const RECO_DISMISSED_LS = 'godaisy.reco.dismissed';,interests,label
interests.label.alert_alert_info_1022,alert alert-info,,,,,,,,,,"Line 348: <div className=""alert alert-info"">",interests,label
interests.label.card_bg_base_200_50_border_bor_1023,card bg-base-200/50 border border-base-300,,,,,,,,,,"Line 358: <div className=""card bg-base-200/50 border border-base-300"">",interests,label
interests.label.card_body_py_3_1024,card-body py-3,,,,,,,,,,"Line 359: <div className=""card-body py-3"">",interests,label
interests.label.flex_items_center_justify_betw_1025,flex items-center justify-between mb-2,,,,,,,,,,"Line 360: <div className=""flex items-center justify-between mb-2"">",interests,label
interests.label.flex_items_center_gap_2_1026,flex items-center gap-2,,,,,,,,,,"Line 361: <div className=""flex items-center gap-2"">",interests,label
interests.button.btn_btn_ghost_btn_xs_1029,btn btn-ghost btn-xs,,,,,,,,,,"Line 367: className=""btn btn-ghost btn-xs""",interests,button
interests.label.flex_flex_wrap_gap_2_1030,flex flex-wrap gap-2,,,,,,,,,,"Line 373: <div className=""flex flex-wrap gap-2"">",interests,label
interests.button.btn_btn_sm_btn_primary_gap_1_n_1031,btn btn-sm btn-primary gap-1 normal-case,,,,,,,,,,"Line 379: className=""btn btn-sm btn-primary gap-1 normal-case""",interests,button
interests.label.ml_1_1032,ml-1,,,,,,,,,,"Line 384: <span className=""ml-1"">×</span>",interests,label
interests.button.btn_btn_sm_btn_ghost_1033,btn btn-sm btn-ghost,,,,,,,,,,"Line 390: className=""btn btn-sm btn-ghost""",interests,button
interests.paragraph.card_bg_gradient_to_br_from_ac_1035,card bg-gradient-to-br from-accent/5 to-accent/10 border border-accent/20,,,,,,,,,,"Line 422: <div className=""card bg-gradient-to-br from-accent/5 to-accent/10 border border-",interests,paragraph
interests.label.card_body_py_4_1036,card-body py-4,,,,,,,,,,"Line 423: <div className=""card-body py-4"">",interests,label
interests.label.flex_items_center_gap_2_mb_3_1037,flex items-center gap-2 mb-3,,,,,,,,,,"Line 424: <div className=""flex items-center gap-2 mb-3"">",interests,label
interests.label.text_2xl_1038,text-2xl,,,,,,,,,,"Line 425: <span className=""text-2xl"">✨</span>",interests,label
interests.heading.font_semibold_text_lg_1039,font-semibold text-lg,,,,,,,,,,"Line 427: <h3 className=""font-semibold text-lg"">",interests,heading
interests.label.popular_activities_you_might_e_1040,Popular activities you might enjoy,,,,,,,,,,Line 428: {hasFallbacks ? 'Popular activities you might enjoy' : 'You might also like'},interests,label
interests.label.you_might_also_like_1041,You might also like,,,,,,,,,,Line 428: {hasFallbacks ? 'Popular activities you might enjoy' : 'You might also like'},interests,label
interests.paragraph.these_popular_activities_are_e_1043,These popular activities are enjoyed by people with diverse interests,,,,,,,,,,Line 432: ? 'These popular activities are enjoyed by people with diverse interests',interests,paragraph
interests.label.based_on_your_interests_we_thi_1044,"Based on your interests, we think you",,,,,,,,,,"Line 433: : ""Based on your interests, we think you'd enjoy these activities""}",interests,label
interests.paragraph.grid_grid_cols_1_sm_grid_cols__1045,grid grid-cols-1 sm:grid-cols-2 lg:grid-cols-3 gap-2,,,,,,,,,,"Line 438: <div className=""grid grid-cols-1 sm:grid-cols-2 lg:grid-cols-3 gap-2"">",interests,paragraph
interests.label.flex_items_center_gap_1_1046,flex items-center gap-1,,,,,,,,,,"Line 444: <div key={id} className=""flex items-center gap-1"">",interests,label
interests.button.btn_btn_outline_justify_start__1047,btn btn-outline justify-start h-10 normal-case rounded-xl flex items-center gap-2 border-accent text-accent hover:bg-accent/10 flex-1,,,,,,,,,,"Line 448: className=""btn btn-outline justify-start h-10 normal-case rounded-xl flex items-",interests,button
interests.button.add_to_your_interests_1048,Add to your interests,,,,,,,,,,"Line 449: title=""Add to your interests""",interests,button
interests.label.text_accent_font_bold_1049,text-accent font-bold,,,,,,,,,,"Line 451: <span className=""text-accent font-bold"">+</span>",interests,label
interests.label.dismiss_suggestion_1050,Dismiss suggestion,,,,,,,,,,"Line 458: aria-label=""Dismiss suggestion""",interests,label
interests.label.not_interested_1052,Not interested,,,,,,,,,,"Line 461: title=""Not interested""",interests,label
interests.label.text_xs_opacity_60_mt_2_1053,text-xs opacity-60 mt-2,,,,,,,,,,"Line 470: <div className=""text-xs opacity-60 mt-2"">",interests,label
interests.label.border_primary_30_1054,border-primary/30,,,,,,,,,,Line 489: <div className={`card bg-base-100 border ${hasSelections ? 'border-primary/30' :,interests,label
interests.label.border_base_300_1055,border-base-300,,,,,,,,,,Line 489: <div className={`card bg-base-100 border ${hasSelections ? 'border-primary/30' :,interests,label
interests.label.card_body_p_0_1056,card-body p-0,,,,,,,,,,"Line 490: <div className=""card-body p-0"">",interests,label
interests.paragraph.flex_items_center_justify_betw_1057,flex items-center justify-between p-4 hover:bg-base-200/50 transition-colors,,,,,,,,,,"Line 494: className=""flex items-center justify-between p-4 hover:bg-base-200/50 transition",interests,paragraph
interests.label.flex_items_center_gap_3_1058,flex items-center gap-3,,,,,,,,,,"Line 497: <div className=""flex items-center gap-3"">",interests,label
interests.label.text_left_1060,text-left,,,,,,,,,,"Line 499: <div className=""text-left"">",interests,label
interests.label.ml_2_badge_badge_primary_badge_1062,ml-2 badge badge-primary badge-sm,,,,,,,,,,"Line 502: <span className=""ml-2 badge badge-primary badge-sm"">",interests,label
interests.label.text_xl_1063,text-xl,,,,,,,,,,"Line 508: <span className=""text-xl"">{expanded ? '▼' : '▶'}</span>",interests,label
interests.label.px_4_pb_4_1064,px-4 pb-4,,,,,,,,,,"Line 512: <div className=""px-4 pb-4"">",interests,label
interests.label.mt_3_1065,mt-3,,,,,,,,,,"Line 531: <div className=""mt-3"">",interests,label
interests.label.flex_items_center_gap_2_mb_2_1066,flex items-center gap-2 mb-2,,,,,,,,,,"Line 532: <div className=""flex items-center gap-2 mb-2"">",interests,label
interests.label.font_medium_1068,font-medium,,,,,,,,,,"Line 534: <span className=""font-medium"" style={{ color: 'rgb(31, 41, 55)' }}>{subcategory.",interests,label
interests.paragraph.grid_grid_cols_2_sm_grid_cols__1069,grid grid-cols-2 sm:grid-cols-3 md:grid-cols-4 gap-2,,,,,,,,,,"Line 536: <div className=""grid grid-cols-2 sm:grid-cols-3 md:grid-cols-4 gap-2"">",interests,paragraph
interests.button.btn_primary_1070,btn-primary,,,,,,,,,,Line 548: selected ? 'btn-primary' : 'btn-outline',interests,button
interests.button.btn_outline_1071,btn-outline,,,,,,,,,,Line 548: selected ? 'btn-primary' : 'btn-outline',interests,button
interests.button.saved_locally_supabase_sync_fa_1072,Saved locally! (Supabase sync failed),,,,,,,,,,Line 726: showSuccessToast('Saved locally! (Supabase sync failed)');,interests,button
interests.paragraph.your_interests_have_been_saved_1073,Your interests have been saved!,,,,,,,,,,Line 728: showSuccessToast('Your interests have been saved!');,interests,paragraph
interests.paragraph.your_interests_have_been_saved_1074,Your interests have been saved locally!,,,,,,,,,,Line 732: showSuccessToast('Your interests have been saved locally!');,interests,paragraph
interests.label.my_interests_go_daisy_1076,My Interests - Go Daisy,,,,,,,,,,Line 751: <title>My Interests - Go Daisy</title>,interests,label
interests.label.min_h_60vh_bg_base_100_text_ba_1077,min-h-[60vh] bg-base-100 text-base-content,,,,,,,,,,"Line 754: <div data-theme=""light"" className=""min-h-[60vh] bg-base-100 text-base-content"">",interests,label
interests.label.container_mx_auto_max_w_3xl_px_1078,container mx-auto max-w-3xl px-4 py-12,,,,,,,,,,"Line 755: <div className=""container mx-auto max-w-3xl px-4 py-12"">",interests,label
interests.label.text_3xl_mb_2_1080,text-3xl mb-2,,,,,,,,,,"Line 757: <div className=""text-3xl mb-2"">⏳</div>",interests,label
interests.label.container_mx_auto_max_w_4xl_px_1083,container mx-auto max-w-4xl px-4 py-8,,,,,,,,,,"Line 779: <div className=""container mx-auto max-w-4xl px-4 py-8"">",interests,label
interests.heading.your_interests_1085,Your Interests,,,,,,,,,,"Line 782: <h1 className=""text-3xl font-bold"">Your Interests</h1>",interests,heading
interests.heading.text_3xl_font_bold_1086,text-3xl font-bold,,,,,,,,,,"Line 782: <h1 className=""text-3xl font-bold"">Your Interests</h1>",interests,heading
interests.label.text_base_content_70_1087,text-base-content/70,,,,,,,,,,"Line 783: <p className=""text-base-content/70"">",interests,label
interests.paragraph.sticky_top_16_z_10_bg_base_100_1088,sticky top-16 z-10 bg-base-100/95 backdrop-blur pb-4,,,,,,,,,,"Line 789: <div className=""sticky top-16 z-10 bg-base-100/95 backdrop-blur pb-4"">",interests,paragraph
interests.label.space_y_3_mt_6_1090,space-y-3 mt-6,,,,,,,,,,"Line 812: <div className=""space-y-3 mt-6"">",interests,label
interests.label.flex_justify_center_mt_8_1091,flex justify-center mt-8,,,,,,,,,,"Line 841: <div className=""flex justify-center mt-8"">",interests,label
interests.button.btn_btn_primary_btn_lg_1092,btn btn-primary btn-lg,,,,,,,,,,"Line 842: <button onClick={handleSave} className=""btn btn-primary btn-lg"">",interests,button
interests.label.toast_toast_top_toast_center_z_1093,toast toast-top toast-center z-50,,,,,,,,,,"Line 850: <div className=""toast toast-top toast-center z-50"">",interests,label
interests.label.alert_alert_success_1094,alert alert-success,,,,,,,,,,"Line 851: <div className=""alert alert-success"">",interests,label
onboarding.label._components_mappicker_1095,@/components/MapPicker,,,,,,,,,,"Line 10: const MapPicker = dynamic(() => import(""@/components/MapPicker""), { ssr: false }",onboarding,label
onboarding.label._b1_1096,--b1,,,,,,,,,,"Line 14: '--b1': '0 0% 100%',   // white",onboarding,label
onboarding.label.0_0_100__1097,0 0% 100%,,,,,,,,,,"Line 14: '--b1': '0 0% 100%',   // white",onboarding,label
onboarding.label._b2_1098,--b2,,,,,,,,,,"Line 15: '--b2': '0 0% 95%',",onboarding,label
onboarding.label.0_0_95__1099,0 0% 95%,,,,,,,,,,"Line 15: '--b2': '0 0% 95%',",onboarding,label
onboarding.label._b3_1100,--b3,,,,,,,,,,"Line 16: '--b3': '0 0% 90%',",onboarding,label
onboarding.label.0_0_90__1101,0 0% 90%,,,,,,,,,,"Line 16: '--b3': '0 0% 90%',",onboarding,label
onboarding.label._bc_1102,--bc,,,,,,,,,,"Line 17: '--bc': '215 28% 17%', // slate-800-ish text",onboarding,label
onboarding.label.215_28_17__1103,215 28% 17%,,,,,,,,,,"Line 17: '--bc': '215 28% 17%', // slate-800-ish text",onboarding,label
onboarding.label._p_1104,--p,,,,,,,,,,"Line 20: '--p':  '262 92% 58%', // primary",onboarding,label
onboarding.label.262_92_58__1105,262 92% 58%,,,,,,,,,,"Line 20: '--p':  '262 92% 58%', // primary",onboarding,label
onboarding.label._pc_1106,--pc,,,,,,,,,,"Line 21: '--pc': '0 0% 100%',",onboarding,label
onboarding.label._s_1108,--s,,,,,,,,,,"Line 22: '--s':  '316 80% 49%', // secondary",onboarding,label
onboarding.label.316_80_49__1109,316 80% 49%,,,,,,,,,,"Line 22: '--s':  '316 80% 49%', // secondary",onboarding,label
onboarding.label._sc_1110,--sc,,,,,,,,,,"Line 23: '--sc': '0 0% 100%',",onboarding,label
onboarding.label._a_1112,--a,,,,,,,,,,"Line 24: '--a':  '173 64% 47%', // accent (teal)",onboarding,label
onboarding.label.173_64_47__1113,173 64% 47%,,,,,,,,,,"Line 24: '--a':  '173 64% 47%', // accent (teal)",onboarding,label
onboarding.label._ac_1114,--ac,,,,,,,,,,"Line 25: '--ac': '0 0% 100%',",onboarding,label
onboarding.label._n_1116,--n,,,,,,,,,,"Line 26: '--n':  '220 13% 46%', // neutral",onboarding,label
onboarding.label.220_13_46__1117,220 13% 46%,,,,,,,,,,"Line 26: '--n':  '220 13% 46%', // neutral",onboarding,label
onboarding.label._nc_1118,--nc,,,,,,,,,,"Line 27: '--nc': '0 0% 100%',",onboarding,label
onboarding.label._in_1120,--in,,,,,,,,,,"Line 30: '--in': '204 86% 53%',",onboarding,label
onboarding.label.204_86_53__1121,204 86% 53%,,,,,,,,,,"Line 30: '--in': '204 86% 53%',",onboarding,label
onboarding.label._su_1122,--su,,,,,,,,,,"Line 31: '--su': '166 100% 34%',",onboarding,label
onboarding.label.166_100_34__1123,166 100% 34%,,,,,,,,,,"Line 31: '--su': '166 100% 34%',",onboarding,label
onboarding.label._wa_1124,--wa,,,,,,,,,,"Line 32: '--wa': '37 100% 50%',",onboarding,label
onboarding.label.37_100_50__1125,37 100% 50%,,,,,,,,,,"Line 32: '--wa': '37 100% 50%',",onboarding,label
onboarding.label._er_1126,--er,,,,,,,,,,"Line 33: '--er': '14 100% 50%',",onboarding,label
onboarding.label.14_100_50__1127,14 100% 50%,,,,,,,,,,"Line 33: '--er': '14 100% 50%',",onboarding,label
onboarding.label.godaisy_demo_place_1128,godaisy.demo.place,,,,,,,,,,Line 36: const DEMO_PLACE_LS_KEY = 'godaisy.demo.place';,onboarding,label
onboarding.label.flex_items_start_justify_betwe_1129,flex items-start justify-between gap-4 mb-2,,,,,,,,,,"Line 56: <div className=""flex items-start justify-between gap-4 mb-2"">",onboarding,label
onboarding.heading.text_lg_font_semibold_1130,text-lg font-semibold,,,,,,,,,,"Line 58: <h2 className=""text-lg font-semibold"">{title}</h2>",onboarding,heading
onboarding.label.text_sm_text_base_content_60_1131,text-sm text-base-content/60,,,,,,,,,,"Line 60: <p className=""text-sm text-base-content/60"">{subtitle}</p>",onboarding,label
onboarding.button.btn_btn_sm_rounded_xl_normal_c_1133,btn btn-sm rounded-xl normal-case transition-shadow,,,,,,,,,,"Line 91: ""btn btn-sm rounded-xl normal-case transition-shadow"",",onboarding,button
onboarding.button.btn_primary_ring_2_ring_offset_1134,btn-primary ring-2 ring-offset-1 ring-primary/60,,,,,,,,,,"Line 93: ? ""btn-primary ring-2 ring-offset-1 ring-primary/60""",onboarding,button
onboarding.button.btn_outline_hover_bg_base_200_1135,btn-outline hover:bg-base-200,,,,,,,,,,"Line 94: : ""btn-outline hover:bg-base-200""",onboarding,button
onboarding.label.mr_1_1136,mr-1,,,,,,,,,,"Line 98: {selected && <span className=""mr-1"">✓</span>}",onboarding,label
onboarding.label.mr_2_inline_flex_items_center_1137,mr-2 inline-flex items-center,,,,,,,,,,"Line 99: {icon && <span className=""mr-2 inline-flex items-center"">{icon}</span>}",onboarding,label
onboarding.button.relative_btn_btn_lg_h_24_w_ful_1138,relative btn btn-lg h-24 w-full rounded-xl normal-case transition-shadow flex flex-col gap-1,,,,,,,,,,"Line 111: ""relative btn btn-lg h-24 w-full rounded-xl normal-case transition-shadow flex f",onboarding,button
onboarding.label.text_sm_font_semibold_1142,text-sm font-semibold,,,,,,,,,,"Line 119: <span className=""text-sm font-semibold"">",onboarding,label
